created_at,vote_preference,verification_type,candidate_name,ballot_id,box_location,image_url
2025-11-28T11:05:15.297742+00:00,8,Doubtful,Grolish,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Guinness,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Hennessey,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Middleton,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Power,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Tia,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Adams,44087,,7-Seater-Election-images-58.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Crawford,44087,,7-Seater-Election-images-58.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Dewey,44087,,7-Seater-Election-images-58.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Guinness,44087,,7-Seater-Election-images-58.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Power,44087,,7-Seater-Election-images-58.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Tia,44087,,7-Seater-Election-images-58.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Daniels,44146,,7-Seater-Election-images-59.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Dewey,44146,,7-Seater-Election-images-59.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Guinness,44146,,7-Seater-Election-images-59.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Hennessey,44146,,7-Seater-Election-images-59.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Power,44146,,7-Seater-Election-images-59.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Tia,44146,,7-Seater-Election-images-59.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Adams,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,8,Valid,Crawford,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,9,Valid,Daniels,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Dewey,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,10,Valid,Grolish,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,7,Valid,Guinness,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Hennessey,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Middleton,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Power,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Tia,36742,,7-Seater-Election-images-6.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Adams,168004,,7-Seater-Election-images-7.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Daniels,168004,,7-Seater-Election-images-7.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Dewey,168004,,7-Seater-Election-images-7.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Grolish,168004,,7-Seater-Election-images-7.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Guinness,168004,,7-Seater-Election-images-7.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Hennessey,168004,,7-Seater-Election-images-7.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Adams,106605,,7-Seater-Election-images-8.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Crawford,106605,,7-Seater-Election-images-8.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Dewey,106605,,7-Seater-Election-images-8.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Adams,60582,,7-Seater-Election-images-9.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Daniels,60582,,7-Seater-Election-images-9.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,60582,,7-Seater-Election-images-9.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Grolish,60582,,7-Seater-Election-images-9.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Guinness,60582,,7-Seater-Election-images-9.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Hennessey,60582,,7-Seater-Election-images-9.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Adams,171318,,7-Seater-Mock Election-images-19.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Crawford,171318,,7-Seater-Mock Election-images-19.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Daniels,171318,,7-Seater-Mock Election-images-19.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Grolish,171318,,7-Seater-Mock Election-images-19.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Power,171318,,7-Seater-Mock Election-images-19.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Tia,171318,,7-Seater-Mock Election-images-19.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Crawford,56508,,7-Seater-Mock Election-images-54.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Daniels,56508,,7-Seater-Mock Election-images-54.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Dewey,56508,,7-Seater-Mock Election-images-54.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Hennessey,56508,,7-Seater-Mock Election-images-54.jpg
2025-11-28T11:05:15.297742+00:00,7,Valid,Middleton,56508,,7-Seater-Mock Election-images-54.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Power,56508,,7-Seater-Mock Election-images-54.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Tia,56508,,7-Seater-Mock Election-images-54.jpg
